   8.4353392e+01   1.3044927e+02
   1.0052496e+02   7.9702516e+01
   8.9512684e+01   1.2480495e+02
   6.4878770e+01   1.0269215e+02
   1.1337211e+02   9.4912111e+01
   1.0008689e+02   1.0829800e+02
   8.3467432e+01   1.0892055e+02
   1.0898455e+02   1.2463957e+02
   1.1186046e+02   9.8807766e+01
   9.7648198e+01   1.3528033e+02
   7.4097905e+01   9.5096281e+01
   1.1518372e+02   1.1199298e+02
   1.1068593e+02   1.1540175e+02
   8.6276196e+01   7.8977226e+01
   1.1942760e+02   1.0007632e+02
   1.2607978e+02   9.8621591e+01
   9.7571339e+01   1.1355352e+02
   8.0112886e+01   1.0762310e+02
   1.1281423e+02   1.1755344e+02
   1.1375135e+02   8.9012998e+01
   8.5926823e+01   1.0905852e+02
   1.0138607e+02   1.1641740e+02
   9.8390295e+01   1.1324431e+02
   1.0168022e+02   8.9549906e+01
   1.2834797e+02   9.4899285e+01
   7.7362814e+01   1.1861921e+02
   1.0050049e+02   1.3017583e+02
   1.0112623e+02   8.0213004e+01
   8.6645626e+01   9.8317553e+01
   9.1175391e+01   1.4069861e+02
   1.5104899e+02   1.1187744e+02
   1.2308483e+02   1.3597624e+02
   1.2181119e+02   6.7454714e+01
   9.8879417e+01   1.2380217e+02
   1.0036055e+02   1.0860001e+02
   1.2012626e+02   9.2942266e+01
   9.4880045e+01   1.2576413e+02
   1.2347590e+02   8.5501803e+01
   1.0744857e+02   1.1164379e+02
   1.0731888e+02   1.1716338e+02
   1.1872135e+02   9.3316340e+01
   1.1905583e+02   7.2855732e+01
   1.2045971e+02   6.6288684e+01
   9.1526625e+01   1.2928562e+02
   9.9023289e+01   1.0491084e+02
   9.6307406e+01   1.2217724e+02
   1.1083852e+02   1.1744620e+02
   1.1246056e+02   1.1013691e+02
   1.0246627e+02   1.2961623e+02
   1.0016228e+02   1.1557764e+02
   1.0436903e+02   1.1798962e+02
   1.0093110e+02   1.0073895e+02
   7.6394343e+01   9.8171639e+01
   1.1388486e+02   9.6436631e+01
   7.6756854e+01   9.1756757e+01
   1.0312544e+02   1.0762411e+02
   1.5319478e+02   9.7506908e+01
   1.2318854e+02   1.1260230e+02
   1.0287704e+02   6.8148892e+01
   1.1616907e+02   9.3025181e+01
   9.4694908e+01   1.0763247e+02
   1.1348171e+02   1.3580003e+02
   9.8222549e+01   1.1415993e+02
   7.1781133e+01   1.0236545e+02
   1.0565520e+02   1.3730901e+02
   1.2422698e+02   7.4461913e+01
   1.0144932e+02   7.8599411e+01
